DATE,CaO,SiO2,Al2O3,Fe2O3,MgO,SO3,K2O,Na2O,P2O5,TiO2,Total,LSF,SM,IM,C3A,R_wp (%),Alite_M3 (%),Alite_M1 (%),Alite_Sum (%),Fraction_M1 (%),Alite_CS (nm),Belite_alpha (%),Belite_beta (%),Belite_Sum (%),Alum_cubic (%),Alum_ortho (%),Alum_Sum (%),Ferrite (%),Lime (%),Portlandite (%),Periclase (%),Quartz (%),Arcanite (%),Langbeinite (%),Aphthitalite (%),Gypsum (%),Hemi-hydrate (%),Anhydrite (%),Calcite (%),Dolomite(%),SO3_XRD (%),CO2_XRD (%),Syngenite(%),Ettringite(%),Illite(%),LOI,Total Alkali,SSA,Res_45_um,EN 1D,EN 2D ,EN 7D,EN 28D ,Water consistency (%)-20C,Expansion (mm)-20C,Initial setting time (min) ,Final setting time (min) ,MC Water consistency (%),MC Initial Slump,MC 1st slump loss,MC 2nd slump loss,MC 9hours,MC 1D,MC 2D ,MC 3D,MC 7D,MC 28D ,,,,,,,,,,,,,,,
10-Jan-22,63.36,19.17,4.84,2.6,1.36,2.52,0.71,0.06,0.06,0.24,94.92,100.85,2.58,1.86,8.43,8.02,34.97,23.38,58.35,40.06,226.54,1.3,12.83,14.13,3.56,1.61,5.17,10.18,0.24,1.84,0.63,0.35,0.74,0.07,0.06,0.05,2.38,0.35,5.31,0.15,1.95,2.4,,,,3.2,0.53,380,4,14.98,24.27,40.39,53.65,29.4,1,125,200,36.07,91,57,55,7.83,42.33,58.44,60.3,66.92,79.1,,,,,,,,,,,91.3,,,,400
12-Jan-22,63.11,19.85,4.84,2.83,1.4,2.34,0.66,0.06,0.06,0.24,95.39,97.37,2.59,1.71,8.04,7.83,37.96,18.89,56.85,33.23,234.6,1.12,14.74,15.86,2.65,1.41,4.06,11.57,0.02,1.2,0.66,0.5,0.7,0.06,0.04,0.17,2.19,0.3,5.67,0.16,1.84,2.57,,,,3.2,0.49,346,3.8,13.26,22.17,38.4,55.62,29.4,1,120,195,37.3,92,58,52,6.99,39.13,47.91,50.96,60.49,75.9,,,,,,,,,,,-,,,,
14-Jan-22,63.05,19.99,4.87,2.92,1.32,2.22,0.65,0.06,0.06,0.24,95.38,96.67,2.57,1.67,7.96,7.69,34.39,22.25,56.64,39.28,234.88,2.2,13.73,15.93,2.99,1.72,4.72,10.94,0.68,1.17,0.57,0.58,0.7,0.07,0.01,0.01,2.53,0.25,5.05,0.16,1.91,2.3,,,,3.2,0.49,348,4.1,14.74,23.27,39.16,53.34,29,1,120,200,,,,,,,,,,,,,,,,,,,,,96.4,,,,400
18-Jan-22,63.25,19.55,5.07,2.98,1.25,2.53,0.7,0.06,0.06,0.25,95.7,98.12,2.43,1.7,8.39,8.14,38.77,19.98,58.75,34.01,213.08,3.54,8.66,12.2,3.15,3.04,6.19,10.24,0.22,1.32,0.43,0.64,0.73,0.24,0,0.01,2.36,0.37,6.13,0.15,1.99,2.77,,,,3.5,0.52,363,4.8,14.44,23.63,43.09,55.49,29.2,1,115,195,35.71,93,60,54,8.14,43.96,57.85,60.11,64.71,82.14,,,,,,,,,,,88.7,,,,400
19-Jan-22,63.36,19.53,5.1,2.89,1.25,2.51,0.71,0.06,0.06,0.25,95.72,98.44,2.44,1.76,8.63,8.49,41.12,18.41,59.53,30.92,217.51,3.94,7.53,11.47,3.18,3.2,6.38,9.55,0.34,1.65,0.3,0.49,0.69,0.19,0,0.05,2.56,0.4,6.21,0.19,2.09,2.82,,,,3.3,0.53,349,4.3,14.6,23.79,43.64,55.81,29.4,1,115,200,35.6,92,59,52,7.22,42.14,56.14,58.61,66.35,73.54,,,,,,,,,,,-,,,,
21-Jan-22,63.63,19.81,4.86,2.88,1.08,2.54,0.73,0.07,0.07,0.24,95.91,98.06,2.56,1.69,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.55,355,4.9,15.89,26.05,40.95,53.11,28.8,1,110,190,,,,,,,,,,,,,,,,,,,,,-,,,,
23-Jan-22,63.41,19.71,5.08,2.88,1.04,2.46,0.79,0.06,0.06,0.25,95.74,97.83,2.48,1.76,8.59,8.1,27.18,31.31,58.49,53.54,230.2,2.62,10.99,13.61,5.85,0.49,6.34,9,0.39,1.49,0.27,0.38,0.92,0.06,0.04,0.06,2.24,0.2,6.31,0.17,1.86,2.86,,,,3.4,0.58,353,3.9,15.95,25.96,41.68,53.94,29.2,1,110,185,,,,,,,,,,,,,,,,,,,,,95.8,,,,400
24-Jan-22,63.41,19.76,5.06,2.87,1.03,2.46,0.79,0.06,0.06,0.24,95.74,97.66,2.49,1.76,8.55,8,29.28,30.25,59.54,50.81,222.54,2.66,10.51,13.17,5.5,0.75,6.25,9.27,0.34,1.4,0.22,0.53,0.84,0.08,0.02,0.03,2.14,0.2,5.79,0.18,1.75,2.63,,,,3.3,0.58,356,4,16.5,25.47,39.12,55.56,28.2,1,110,180,35.6,92,57,51,,41.84,55.14,59.31,62.9,71.84,,,,,,,,,,,89.3,,,,400
26-Jan-22,63.21,19.81,4.92,2.79,1.07,2.44,0.73,0.06,0.06,0.24,95.33,97.49,2.57,1.76,8.32,9.47,37.22,19.47,56.7,34.34,203.07,3.52,12.23,15.75,3.47,2.76,6.23,9.57,0.47,1.55,0.51,0.71,0.58,0.07,0.03,0.03,1.71,0.29,5.68,0.13,1.45,2.56,,,,3.3,0.54,342,4.5,14.21,23.64,41.02,53.22,29.2,1,115,200,,,,,,,,,,,,,,,,,,,,,98.2,,,,400
28-Jan-22,63.71,19.44,5.17,2.67,1.04,2.43,0.76,0.05,0.06,0.25,95.58,99.58,2.48,1.94,9.18,8.14,34.42,23.59,58.01,40.67,220.28,3.42,9.75,13.17,4.61,2.96,7.57,7.89,0.69,1.71,0.18,0.53,0.69,0.11,0,0.05,2.78,0.02,6.5,0.11,1.95,2.91,,,,3.2,0.55,355,4.6,14.9,24.2,43.43,54.6,28.6,1,110,195,,,,,,,,,,,,,,,,,,,,,-,,,,
4-Feb-22,63.88,19.22,4.98,2.63,0.96,2.46,0.75,0.04,0.07,0.24,95.23,101.23,2.53,1.89,8.75,7.62,33.36,29.57,62.94,46.99,193.3,2.64,5.96,8.6,4.54,3.3,7.84,8.34,0.81,1.75,0.34,0.5,0.65,0,0,0.03,2.58,0.02,5.46,0.13,1.75,2.46,,,,3.4,0.53,371,4.5,16.36,26.57,42.19,55.9,29.6,1,110,190,,,,,,,,,,,,,,,,,,,,,83.5,,,,400
9-Feb-22,63.34,18.89,4.84,2.81,1,2.78,0.72,0.05,0.08,0.26,94.77,101.6,2.47,1.72,8.07,7.95,35.47,25.66,61.13,41.98,215.35,3.45,7.91,11.36,3.93,2.33,6.26,9.25,0.22,1.75,0.39,0.47,0.86,0.09,0.03,0.27,2.2,0.18,5.35,0.18,1.9,2.44,,,,3.3,0.52,345,5.5,15.48,25.5,41.8,55.78,28.8,1,115,190,26.4,91,56,52,6.8,42.55,56.27,57.81,70.08,82.46,,,,,,,,,,,-,,,,
19-Feb-22,63.4,20.03,5.13,2.72,0.95,2.65,0.74,0.05,0.07,0.25,95.99,96.31,2.55,1.89,8.99,8.18,21.3,35.59,56.88,62.56,219.8,5.94,10.86,16.81,4.24,3.45,7.69,7.65,0.66,1.99,0.24,0.4,0.5,0.03,0,0.1,2.96,0.07,3.85,0.16,1.97,1.77,,,,3.1,0.54,385,3,16.78,28.38,46.97,57.23,29,1,105,180,,,,,,,,,,,,,,,,,,,,,90.1,,,,
23-Feb-22,63.47,19.79,4.85,2.86,1.03,2.39,0.7,0.05,0.07,0.26,95.47,98.1,2.57,1.7,8.01,8.15,34.81,26.76,61.57,43.46,191,3.77,9.16,12.93,3.14,3.67,6.81,8.3,0.48,1.57,0.41,0.43,0.59,0,0.1,0.06,2.37,0.15,4.06,0.16,1.75,1.87,,,,2.8,0.51,363,3.5,15.54,24.65,44.89,57.81,29.4,1,110,195,36.8,92,57,53,7,41.15,55.56,59.36,66.43,57.79,,,,,,,,,,,93.6,,,,
25-Feb-22,63.3,19.18,5.13,2.45,1.29,2.44,0.81,0.05,0.07,0.26,94.98,100.39,2.53,2.09,9.45,8.59,45.24,16.71,61.95,26.97,233.09,3.14,6.52,9.66,2.92,5.48,8.4,7.85,0.63,1.94,0.55,0.44,0.42,0.06,0,0.07,2.97,0.09,4.77,0.19,1.95,2.19,,,,3,0.58,346,5.8,13.71,24.12,45.8,58.14,29.4,1,115,200,,,,,,,,,,,,,,,,,,,,,88.2,,,,
28-Feb-22,63.03,18.89,5.07,2.49,1.37,2.8,0.74,0.05,0.07,0.26,94.77,100.95,2.5,2.04,9.22,8.47,47.03,16.48,63.51,25.95,241.08,2.8,6.14,8.94,2.5,4.94,7.44,8.92,0.16,0.91,0.81,0.6,0.68,0.23,0.01,0.04,2.45,0.34,4.46,0.5,2.02,2.2,,,,3,0.54,363,5.4,14.27,24.57,48.05,59.78,29.6,1,130,205,36.25,93,58,52,6.41,35.92,56.47,59.84,65.83,74.62,,,,,,,,,,,83.1,,,,
2-Mar-22,63.27,19.63,4.97,2.56,1.38,2.46,0.73,0.05,0.07,0.26,95.38,98.49,2.61,1.94,8.84,8.32,45.24,17.77,63.01,28.2,214.15,2.35,7.95,10.29,2.58,3.64,6.22,9.76,0.04,1.34,0.62,0.72,0.72,0.08,0.01,0.12,2.32,0.21,4.34,0.21,1.84,2.01,,,,2.8,0.53,339,4.8,14.08,25.07,44.32,58.05,29.6,1,135,225,36.8,92,57,54,7.2,41.56,54.25,57.15,64.8,73.66,,,,,,,,,,,-,,,,
9-Mar-22,63.13,19.68,5.09,2.66,1.06,2.82,0.8,0.05,0.07,0.25,95.61,97.32,2.54,1.91,8.99,8.87,37.88,18.93,56.81,33.32,228.12,5.39,9.82,15.2,3.06,4.62,7.68,7.47,0.46,2.48,0.25,0.45,0.61,0.13,0,0.95,2.88,0.07,4.47,0.07,2.43,2,,,,3.1,0.58,372,6.2,14.55,24.01,42.42,57.01,29.4,1,115,210,36.6,91,56,52,6.22,40.26,52.34,53.61,62.35,73.62,,,,,,,,,,,88,,,,
11-Mar-22,63.62,19.61,5.2,2.45,1.08,2.53,0.75,0.05,0.08,0.26,95.63,98.74,2.56,2.12,9.63,8.35,37.01,22.3,59.31,37.61,209.96,4.35,7.7,12.05,3.7,4.89,8.59,7.42,0.97,1.34,0.32,0.52,0.65,0.17,0,0.63,2.72,0.13,5.02,0.14,2.26,2.28,,,,3,0.54,344,6.3,15.05,24.24,44.97,58.31,29.4,1,110,205,,,,,,,,,,,,,,,,,,,,,-,,,,
16-Mar-22,63.44,19.07,5.11,2.59,1,2.2,0.72,0.05,0.07,0.25,94.5,101.29,2.48,1.97,9.16,9.07,35.55,18.77,54.32,34.55,202.32,6.02,10.19,16.21,3.63,4.25,7.89,7.07,1.22,2.01,0.25,0.48,0.51,0.15,0.02,0.14,3.29,0.09,6.34,0,2.27,2.79,,,,3.4,0.52,331,6.9,12.71,22.68,45.54,56.26,29.4,1,110,220,36.6,92,57,52,5.91,40.32,52.31,54.22,61.21,71.88,,,,,,,,,,,93.7,,,,
18-Mar-22,63.58,19.84,5.23,2.42,0.95,2.43,0.74,0.05,0.08,0.25,95.57,97.76,2.59,2.16,9.76,8.33,36.47,22.35,58.82,37.99,221.7,4.98,8.88,13.86,4.45,4.54,8.98,6.74,0.43,1.91,0.24,0.57,0.38,0.15,0,0.1,3.1,0.08,4.52,0.11,2.06,2.04,,,,3.2,0.54,358,6,14.89,25.91,48.64,59.69,29,1,105,190,,,,,,,,,,,,,,,,,,,,,83.7,,,,
23-Mar-22,63.72,19.63,5.2,2.5,1.05,2.46,0.7,0.05,0.08,0.26,95.65,98.84,2.55,2.08,9.55,8.46,39.7,17.78,57.47,30.93,229.24,4.37,9.76,14.13,4.15,5.03,9.17,7.13,0.65,2.08,0.39,0.41,0.34,0.14,0,0,3.09,0.16,4.78,0.05,2.03,2.13,,,,3,0.51,342,7.1,13.58,23.22,44.65,58.43,29.8,1,125,190,36.4,93,58,56,6.02,41.25,53.27,55.24,61.25,72.11,,,,,,,,,,,-,,,,
25-Mar-22,63.52,19.31,5.12,2.51,1,2.67,0.73,0.05,0.08,0.25,95.24,99.85,2.53,2.04,9.32,8.09,36.69,22.01,58.7,37.49,227.19,4.47,8.67,13.14,3.87,5.08,8.95,7.1,0.28,2.15,0.5,0.45,0.44,0.05,0,0.11,2.95,0.12,4.97,0.09,1.98,2.23,,,,3.4,0.53,362,5.6,13.71,25.73,45.93,58.32,29.6,1,125,195,,,,,,,,,,,,,,,,,,,,,-,,,,
30-Mar-22,63.79,19.52,5.11,2.46,0.93,2.48,0.75,0.05,0.07,0.26,95.42,99.63,2.58,2.08,9.38,8.16,38.17,23.4,61.58,38,222.9,4.64,5.52,10.16,3.83,5.41,9.23,6.91,0.46,1.44,0.36,0.38,0.45,0.04,0.13,0.48,2.52,0.31,5.41,0.14,2.09,2.45,,,,3.2,0.54,346,5.9,14.35,24.19,46.1,61.17,29.4,1,120,190,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr-22,63.58,19.64,5.3,2.28,0.95,2.5,0.79,0.05,0.07,0.26,95.42,98.57,2.59,2.32,10.19,8.09,38.81,24.3,63.11,38.5,207.64,3.87,5.85,9.72,3.57,5.65,9.22,6.99,0.12,1.21,0.33,0.45,0.58,0.34,0.11,0.25,1.92,0.12,5.39,0.1,1.77,2.42,,,,3.1,0.57,322,5.1,14.69,26.37,47.9,60.03,29.4,1,120,200,,,,,,,,,,,,,,,,,,,,,85.6,,,,
9-Apr-22,63.1,18.65,5.03,2.36,0.87,2.6,0.78,0.05,0.07,0.24,93.75,102.66,2.52,2.13,9.34,7.99,35.57,27.08,62.65,43.23,215,4.28,5.36,9.64,4.98,5.03,10.01,6.54,0.17,1.94,0.34,0.43,0.59,0,0.12,0.07,2.45,0.07,4.86,0.12,1.76,2.19,,,,3.4,0.56,357,6.3,13.89,23.79,46.59,58.14,29,1,125,210,,,,,,,,,,,,,,,,,,,,,97.8,,,,
13-Apr-22,63.72,19.26,5.22,2.41,0.88,2.46,0.8,0.05,0.07,0.24,95.11,100.56,2.52,2.17,9.76,8.54,39.34,20.44,59.78,34.19,219.4,5.27,5.76,11.03,4.16,5.54,9.7,6.18,1.49,1.27,0.14,0.59,0.53,0,0.16,0.47,2.55,0.09,5.96,0.04,2.01,2.64,,,,3.1,0.58,354,5.5,14.74,25.47,47.74,59.86,29.2,1,120,185,37,91,57,52,5.84,40.09,57.11,58.14,62.25,78.28,,,,,,,,,,,86.6,,,,
15-Apr-22,63.58,19.2,5.12,2.4,0.88,2.48,0.79,0.05,0.07,0.24,94.81,100.79,2.55,2.13,9.51,8.2,38.88,22.37,61.24,36.52,221,4.5,5.79,10.29,4.19,5.53,9.72,6.19,0.47,2.14,0.33,0.49,0.61,0,0.16,0.25,2.74,0.12,5.26,0,2.06,2.31,,,,3.2,0.57,363,5.2,15.48,25.13,47.78,57.24,28.8,1,115,180,,,,,,,,,,,,,,,,,,,,,90.9,,,,
19-Apr-22,63.63,19.16,5.22,2.24,0.9,2.48,0.83,0.05,0.06,0.24,94.81,101.03,2.57,2.33,10.04,8.01,36.99,22.29,59.28,37.6,211.3,5.02,6.12,11.13,4.56,6.32,10.88,5.64,0.81,2.73,0.29,0.51,0.6,0,0.11,0.06,2.76,0.08,5.01,0.11,1.94,2.26,,,,3.3,0.6,362,5.8,14.84,24.99,47.76,57.41,29.4,1,110,175,36.6,92,56,52,5.58,41.27,56.37,57.19,63.17,75.21,,,,,,,,,,,93.5,,,,
22-Apr-22,63.51,19.32,5.19,2.22,0.87,2.41,0.84,0.05,0.06,0.24,94.71,100.26,2.61,2.34,10,7.68,33.09,25.3,58.39,43.33,193.37,4.87,8.46,13.33,6.83,3.53,10.36,5.28,0.44,2.78,0.19,0.35,0.61,0.06,0.01,0.1,2.58,0.03,5.41,0.09,1.8,2.42,,,,3.3,0.6,356,5.9,14.76,25.87,44.47,58.35,28.8,1,120,190,,,,,,,,,,,,,,,,,,,,,-,,,,
25-Apr-22,63.62,19.08,4.97,2.34,0.93,2.41,0.76,0.05,0.06,0.24,94.46,101.85,2.61,2.12,9.21,7.93,35.26,22.55,57.81,39.01,209.34,4.21,8.45,12.66,4.7,3.91,8.61,6.85,0.53,2.44,0.23,0.46,0.67,0.12,0,0.05,2.6,0.3,6.53,0.14,2,2.94,,,,3.5,0.55,337,5.9,13.8,23.51,41.44,55.2,29.4,1,115,180,36.25,95,58,54,7.26,41.32,58.22,59.15,69.23,78.04,,,,,,,,,,,58.2,,,,
27-Apr-22,63.53,19.35,5.07,2.43,0.95,2.45,0.81,0.05,0.06,0.24,94.94,100.12,2.58,2.09,9.32,8.24,38.74,19.26,58,33.2,227.2,4.59,8.62,13.21,5.14,3.66,8.8,6.65,0.35,2.58,0.23,0.43,0.74,0,0.13,0.02,2.9,0.06,5.7,0.19,2.06,2.6,,,,3.3,0.58,353,5.9,14.7,24.06,44.64,56.08,29.4,1,110,185,,,,,,,,,,,,,,,,,,,,,100.6,,,,
29-Apr-22,63.45,19.34,5.09,2.49,0.98,2.57,0.78,0.05,0.06,0.25,95.06,99.8,2.55,2.04,9.28,7.97,40.35,18.3,58.65,31.2,230.6,4.19,8.3,12.5,4.26,4.27,8.53,6.77,0.42,2.33,0.25,0.31,0.51,0.01,0.13,0.03,3.26,0.06,6.13,0.1,2.16,2.74,,,,3.4,0.56,359,5.8,15.36,25.82,45.24,57.21,29.6,1,110,180,,,,,,,,,,,,,,,,,,,,,88.3,,,,
6-May-22,63.09,19.17,5.07,2.41,0.96,2.34,0.76,0.05,0.06,0.24,94.15,100.37,2.56,2.1,9.36,7.42,36.09,23.11,59.2,39.04,173.83,3.55,10.24,13.79,5.05,4.24,9.29,7.08,0.48,2.18,0.38,0.31,0.39,0.1,0,0.06,2.12,0.19,4.28,0.15,1.55,1.95,,,,3.3,0.55,350,5.3,14.15,23.68,44.07,55.59,29.2,1,120,200,,,,,,,,,,,,,,,,,,,,,87.5,,,,
9-May-22,63.39,19.49,4.9,2.52,0.87,2.5,0.75,0.05,0.05,0.23,94.75,99.43,2.63,1.94,8.72,8.11,33.03,24.98,58.02,43.06,225.59,4.03,10.66,14.69,5.15,2.34,7.49,6.85,0.43,2.83,0.19,0.52,0.58,0.03,0,0.03,2.64,0.13,5.5,0.07,1.83,2.45,,,,3.5,0.54,357,6,15.06,24.71,42.92,55.29,29.4,1,110,185,36.25,93,57,53,6.92,42.77,57.33,60.07,68.74,79.94,,,,,,,,,,,84.9,,,,
16-May-22,63.3,19.35,4.94,2.44,0.82,2.49,0.78,0.06,0.05,0.23,94.46,99.94,2.62,2.02,8.96,7.84,31.29,26.38,57.67,45.74,177.14,2.57,11.94,14.51,6.27,1.7,7.97,6.48,0.36,2.57,0.14,0.41,0.85,0.09,0.02,0.05,2.36,0.13,6.37,0,1.85,2.8,,,,3.4,0.57,356,5.4,15.13,24.97,40.89,55.83,29.2,1,115,185,36.8,92,58,51,8.06,44.48,53.42,59.24,64.64,73.51,,,,,,,,,,,86.2,,,,
20-May-22,63.45,19.44,4.8,2.44,0.87,2.49,0.79,0.05,0.05,0.23,94.61,100.04,2.69,1.97,8.59,7.59,32.4,25.05,57.45,43.61,178.2,3.6,12.2,15.8,4.46,3.07,7.53,7.11,0.69,2.23,0.16,0.39,0.74,0.01,0.12,0.06,2.48,0.05,5.14,0.04,1.84,2.28,,,,3.3,0.57,354,5.3,14.5,25.98,42.5,53.33,29.4,1,125,205,,,,,,,,,,,,,,,,,,,,,99.7,,,,
23-May-22,63.98,19.55,4.82,2.52,0.92,2.42,0.78,0.06,0.05,0.23,95.33,100.36,2.66,1.91,8.51,8.78,39.2,19.19,58.39,32.87,215.04,3.96,10.09,14.04,3.82,3.2,7.02,6.66,0.7,2.41,0.12,0.49,0.68,0.07,0,0.06,2.5,0.09,6.68,0.09,1.81,2.98,,,,3.5,0.57,345,5.5,14.96,25.04,42.99,54.22,29,1,115,185,36.6,91,56,52,7.37,42.26,53.95,56.27,63.26,74.7,,,,,,,,,,,89.3,,,,
25-May-22,63.9,19.58,4.97,2.49,0.9,2.53,0.75,0.06,0.05,0.24,95.47,99.71,2.62,2,8.96,9.42,33.67,25.93,59.6,43.51,185.27,2.78,10.24,13.02,5.26,3.02,8.28,7.14,0.39,2.02,0.17,0.72,0.92,0.02,0.01,0.05,1.94,0.36,5.33,0.03,1.74,2.36,,,,3.4,0.55,354,5.6,15.36,25.75,43.47,55.15,29.4,1,110,195,36.8,90,54,51,7.22,41.91,54.22,56.24,65.62,77.4,,,,,,,,,,,90.2,,,,
27-May-22,63.71,19.58,5.04,2.46,0.95,2.48,0.75,0.06,0.05,0.24,95.32,99.36,2.61,2.05,9.19,8.81,40.08,20.26,60.34,33.58,227.19,3.36,9.08,12.44,5,3.38,8.38,6.78,0.23,1.87,0.3,0.29,0.75,0.1,0,0.07,2.32,0.1,5.96,0.08,1.76,2.66,,,,3.3,0.55,356,5.7,15.61,25.66,44.69,56.03,29,1,110,190,,,,,,,,,,,,,,,,,,,,,-,,,,
30-May-22,63.63,19.43,5.22,2.46,1.02,2.59,0.78,0.07,0.06,0.25,95.51,99.44,2.53,2.12,9.67,8.64,38.48,21.13,59.61,35.44,224.3,4.04,7.6,11.64,3.54,5.08,8.62,7.21,0.18,1.76,0.34,0.51,0.57,0.13,0.01,0.16,2.7,0.17,6.35,0.05,2,2.81,,,,3.1,0.58,338,5,14.76,25.55,46.97,59.97,29,1,105,195,,,,,,,,,,,,,,,,,,,,,92.1,,,,
1-Jun-22,63.68,19.44,5.13,2.44,0.96,2.49,0.75,0.06,0.06,0.24,95.25,99.78,2.57,2.1,9.47,8.06,40.78,19.75,60.53,32.62,227.76,3.41,7.71,11.12,4.7,4.25,8.95,7.06,0.22,1.88,0.3,0.6,0.6,0.1,0.01,0.05,2.51,0.1,5.81,0.17,1.8,2.64,,,,3.5,0.55,348,5.7,15.41,26,46.57,55.12,29,1,120,210,37,93,55,52,8.37,45.19,57.98,57.05,65.27,70,,,,,,,,,,,86.3,,,,
3-Jun-22,63.54,19.28,5.16,2.42,0.97,2.39,0.75,0.06,0.06,0.24,94.87,100.36,2.54,2.13,9.58,8.14,38.21,20.85,59.05,35.3,218.82,4.04,8.39,12.43,4.64,4.25,8.89,7.11,0.17,2.11,0.36,0.4,0.54,0.13,0.01,0.06,2.82,0.23,5.6,0.08,2.05,2.5,,,,3.4,0.55,350,5.6,14.65,24.24,43.66,58,29.2,1,115,215,,,,,,,,,,,,,,,,,,,,,-,,,,
6-Jun-22,63.86,19.33,5.13,2.34,0.94,2.57,0.7,0.06,0.06,0.25,95.24,100.59,2.59,2.19,9.64,8.12,26.78,31.74,58.52,54.24,216.31,3.31,9.98,13.29,7.85,1.27,9.11,6.04,0.54,2.37,0.19,0.26,0.6,0.02,0.01,0.33,2.74,0.06,5.78,0.12,2,2.6,,,,3.5,0.52,361,6.2,15.66,25.45,44.12,54.63,29.2,1,125,185,36.4,92,57,53,7.96,44.82,55.81,59.34,66.01,76.21,,,,,,,,,,,-,,,,
8-Jun-22,63.74,19.8,5.16,2.43,0.98,2.48,0.76,0.06,0.05,0.24,95.7,98.25,2.61,2.12,9.56,8.7,40.56,21.09,61.65,34.21,180.9,3.71,7.83,11.54,4.14,4.18,8.32,7.35,0.09,1.58,0.47,0.43,0.62,0,0.15,0.06,2.09,0.29,5.3,0.07,1.72,2.36,,,,3.2,0.56,355,3.6,15.47,24.95,45.44,59.42,29,1,120,205,,,,,,,,,,,,,,,,,,,,,83.2,,,,
10-Jun-22,63.89,19.84,5.24,2.44,1.02,2.53,0.69,0.07,0.09,0.26,96.07,98.1,2.58,2.15,9.76,9.8,36.15,26.37,62.52,42.18,173.8,4.1,6.39,10.49,3.56,4.79,8.35,7.21,0.22,1.35,0.38,0.51,0.6,0.13,0,0.07,2.53,0.19,5.32,0.12,1.88,2.4,,,,3.3,0.52,351,4,14.46,23.58,48.14,57.87,29.2,1,125,190,,,,,,,,,,,,,,,,,,,,,83.2,,,,
13-Jun-22,63.65,19.21,5.1,2.39,0.98,2.66,0.71,0.06,0.09,0.25,95.1,100.7,2.56,2.13,9.47,8.13,36.91,23.86,60.77,39.26,233.4,3.4,7.19,10.59,3.75,5.46,9.21,7.03,0.19,1.92,0.38,0.39,0.51,0.17,0.01,0.2,2.49,0.22,5.83,0.09,1.93,2.61,,,,3.3,0.53,342,5.3,14.12,22.37,47.67,57.08,29,1,120,195,,,,,,,,,,,,,,,,,,,,,83.9,,,,
15-Jun-22,63.61,19.4,5.01,2.44,1.3,2.48,0.69,0.08,0.07,0.24,95.32,100.09,2.6,2.05,9.15,8.81,40.86,18.15,59.01,30.75,215.2,3.58,8.68,12.26,2.97,4.33,7.3,7.85,0.57,2.45,0.49,0.65,0.38,0.35,0,0.05,2.87,0.15,5.53,0.09,2.05,2.48,,,,3.4,0.53,357,5.7,13,23.04,44.09,55.48,29.2,1,120,200,36.6,93,58,53,7.22,42.5,56.37,57.02,63.81,72.55,,,,,,,,,,,86.3,,,,
17-Jun-22,63.55,19.53,4.91,2.45,1.4,2.54,0.68,0.07,0.06,0.25,95.44,99.52,2.65,2,8.87,8.58,41.37,17.42,58.8,29.63,226,3.5,10.21,13.71,2.84,3.38,6.22,8.47,0.53,2.01,0.64,0.38,0.35,0,0.22,0.08,2.89,0.19,5.39,0.13,2.03,2.43,,,,3.4,0.52,344,5.6,13.5,23.33,40.24,54.86,29.2,1,125,215,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun-22,63.58,19.79,5.02,2.44,1.24,2.38,0.7,0.07,0.06,0.25,95.53,98.4,2.65,2.06,9.17,8.39,42.07,18.58,60.64,30.63,230.9,3.7,8.34,12.04,2.84,4.47,7.31,8.05,0.82,1.46,0.5,0.32,0.64,0.16,0,0.52,2.44,0.12,4.94,0.05,2.03,2.2,,,,3.1,0.53,344,5.3,13.38,23.65,45.33,57.75,29.2,1,120,185,36.3,91,56,52,6.98,41.11,54.99,56.32,67.14,73.15,,,,,,,,,,,,,,,
22-Jun-22,63.48,19.87,5.09,2.47,1.16,2.57,0.74,0.08,0.06,0.25,95.77,97.52,2.63,2.06,9.31,8.42,40.98,18.05,59.03,30.58,211.6,3.83,9.44,13.28,3.05,4.93,7.98,7.29,0.28,1.94,0.38,0.42,0.6,0.02,0.27,0.15,2.89,0.14,5.23,0.07,2.19,2.34,,,,3.1,0.57,352,4.5,14.69,23.42,44.04,56.47,29.6,1,110,185,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-22,63.66,19.61,5.03,2.47,1.09,2.42,0.74,0.07,0.06,0.25,95.4,99.23,2.61,2.04,9.15,8.39,42.6,17.73,60.33,29.39,208.95,3.96,8.33,12.29,3.48,4.58,8.06,7.2,0.46,1.86,0.44,0.32,0.51,0.23,0.02,0.07,2.9,0.05,5.21,0.05,2.03,2.32,,,,3,0.56,353,5,14.64,24.72,44.92,57.37,29.2,1,110,190,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jun-22,63.76,19.4,4.97,2.39,1.01,2.43,0.73,0.06,0.06,0.24,95.05,100.52,2.64,2.08,9.13,8.38,40.83,19.88,60.71,32.75,211.16,3.58,8.02,11.59,4.25,4.24,8.49,6.64,0.38,2.37,0.41,0.34,0.67,0.16,0,0.04,2.59,0.14,5.42,0.04,1.92,2.4,,,,3.3,0.54,376,5,15.6,25.19,45.65,53.9,28.8,1,105,185,37.1,92,57,52,6.22,41.92,56.21,57.33,63.88,70.2,,,,,,,,,,,,,,,
